User ID,Username,Left Count,Right Count,Total Pair Matches,Total Earnings (Rs)
46,user_aa332e717979,0,0,433,432850
47,user_c61560eecb06,0,0,438,437150
48,user_f2e2a86880a9,0,0,431,416850
49,user_e104ec6ee795,0,0,221,219100
50,user_8e01f471671e,0,0,219,217050
51,user_b60cac2a6942,0,0,216,214300
52,user_cb4d96e04f16,0,0,219,216350
53,user_73737b2fd0f1,0,0,220,219400
54,user_5bdf4a045f2c,0,0,222,220550
55,user_17f344e53f9a,0,0,221,219000
56,user_49b16681f2c9,0,0,213,212400
57,user_ec3f8f4585e4,0,0,217,214950
58,user_892d6b2f31ef,0,0,218,216650
59,user_a5e46d0765dd,0,0,219,217500
60,user_65986b054c9e,0,0,218,217200
61,user_97578d7338b2,0,0,219,218100
62,user_4242c29b9865,0,0,219,217550
63,user_4a407bf1b8a2,0,0,218,216400
64,user_e47f8d1d892c,0,0,221,219050
65,user_077f68813b10,0,0,220,219600
66,user_0bac0f2b5863,0,0,220,218750
67,user_bfecb224a9c7,0,0,223,220350
68,user_83c425e784c8,0,0,218,217300
69,user_6eb0271a24d7,0,0,218,215600
70,user_dfb61f8338db,0,0,224,221150
71,user_ef2bf080ed3a,0,0,222,220700
72,user_68c7d495d7fc,0,0,221,218100
73,user_c7ef510b869b,0,0,222,219500
74,user_0a845d78f61e,0,0,221,219300
75,user_803f70be4d59,0,0,219,217250
76,user_6b73dfeb79d4,0,0,221,218050
77,user_18d4b782d7d6,0,0,217,216400
78,user_a2153b173f9c,0,0,220,218300
79,user_ee2a8cab7baf,0,0,216,214700
80,user_1650ce8ca953,0,0,223,220400
81,user_c68d13757a6b,0,0,215,213200
82,user_33981274d9d7,0,0,218,216900
83,user_1711c247a9c5,0,0,215,213950
84,user_d7b27b293469,0,0,220,217550
85,user_640ad287a549,0,0,218,216700
86,user_39c31617c36f,0,0,217,215350
87,user_7ecd123bb870,0,0,224,220550
88,user_543e02e26f09,0,0,221,218000
89,user_012a797e2062,0,0,217,216700
90,user_72676f6a23c4,0,0,222,219650
91,user_a1e7135eb73d,0,0,219,216550
92,user_2c6ce710d08c,0,0,217,215150
93,user_bcd4ffbc70b9,0,0,218,216900
94,user_cf1f297d344f,0,0,218,216500
95,user_d06acd637dff,0,0,221,218800
96,user_7ad0b97d2458,0,0,217,215650
97,user_f2a5c8b9a8aa,0,0,200,186250
98,user_8f918d3cc64b,0,0,108,106800
99,user_60217f9a8146,0,0,112,109550
100,user_a74f66d290a5,0,0,107,106150
101,user_02f8ee48a878,0,0,110,108200
102,user_6d83d2a8b0ce,0,0,110,108150
103,user_e5156a24cf60,0,0,105,104150
104,user_e7dd982ff112,0,0,108,106700
105,user_307b7043e3be,0,0,108,106350
106,user_a0bb3abc73b5,0,0,110,107650
107,user_5ecde7864c57,0,0,113,110400
108,user_968ba1a3b165,0,0,110,109200
109,user_dbb0ce2271e1,0,0,110,109250
110,user_61a30af464d2,0,0,109,107400
111,user_d10a647ca058,0,0,111,108900
112,user_43ff7b534198,0,0,106,105250
113,user_82da641e9566,0,0,109,106200
114,user_5ac5c7f370fd,0,0,108,106600
115,user_92ca3ea37ecc,0,0,107,105400
116,user_71de78144e9f,0,0,110,108400
117,user_22def979d50d,0,0,107,106350
118,user_4c0423dba262,0,0,110,107550
119,user_78ae0b50a624,0,0,109,107400
120,user_25c7a4d3a38c,0,0,109,107600
121,user_b456572f0689,0,0,110,108250
122,user_dcd4c9f8afa9,0,0,110,107250
123,user_037b0682c16f,0,0,112,109050
124,user_c33263e4961e,0,0,111,108550
125,user_31050571e347,0,0,109,107350
126,user_a7afe6c3afd0,0,0,109,107050
127,user_65c6bb9f9a2a,0,0,109,106900
128,user_cf9afac0d72b,0,0,111,110300
129,user_b43329bb88f2,0,0,107,106300
130,user_724e5c169f85,0,0,110,108750
131,user_2b3f5c097cb3,0,0,112,109850
132,user_03db4cc763e1,0,0,110,108050
133,user_f4f1a7440884,0,0,111,108850
134,user_e15b429e8fe3,0,0,109,108500
135,user_57ec290b52c7,0,0,110,108850
136,user_34278ae392ce,0,0,107,106150
137,user_9425d331d7da,0,0,111,109700
138,user_e418ef64bbe1,0,0,110,107650
139,user_ed0c6f6e71fb,0,0,106,104950
140,user_7fc8fa997098,0,0,111,110300
141,user_039a39a6e743,0,0,109,107250
142,user_9d8d008b2368,0,0,113,110800
143,user_a5e3c6506c8c,0,0,110,108000
144,user_5d9877606d8a,0,0,109,107600
145,user_560a18fbd887,0,0,109,107000
146,user_543e9f5f9f3b,0,0,112,110550
147,user_030cb31908c9,0,0,107,105600
148,user_badec22d0e21,0,0,111,108800
149,user_3cab7f79da08,0,0,109,108050
150,user_588a7a56ae4a,0,0,109,107900
151,user_fbe8294c8c65,0,0,109,106650
152,user_3bc5f9b37399,0,0,112,110100
153,user_ba94f6031478,0,0,106,104550
154,user_0bf1d7ed5f4e,0,0,109,106650
155,user_7f223260deab,0,0,110,108500
156,user_33a98799402d,0,0,108,106750
157,user_cd425a812bb1,0,0,110,108800
158,user_3a1f4e13932a,0,0,107,105500
159,user_e99147df1173,0,0,109,107350
160,user_6e8e60fe3361,0,0,110,108650
161,user_38570dd68713,0,0,109,108450
162,user_6596bc65e4e3,0,0,105,104150
163,user_bf98e1038e3c,0,0,108,106650
164,user_4d3d5c1a4c69,0,0,110,107900
165,user_c1e1a038f661,0,0,110,107050
166,user_2670f65d0e9c,0,0,109,107300
167,user_f72521bea49b,0,0,105,104900
168,user_9b8a2b986d4d,0,0,108,106700
169,user_a0108e8a1ebe,0,0,110,107650
170,user_9910219176ae,0,0,108,106050
171,user_715107119d2e,0,0,110,108150
172,user_1fe8f8db9b16,0,0,108,106450
173,user_392eddc448dc,0,0,108,106550
174,user_7918b2862925,0,0,110,108100
175,user_75fab13ce51a,0,0,110,108250
176,user_5d478088a295,0,0,110,108850
177,user_c4d6d72939b1,0,0,106,105250
178,user_a6d3df9543d8,0,0,107,106050
179,user_2bd09f5bd116,0,0,111,109500
180,user_f77d56fd0bef,0,0,109,107500
181,user_a38a29d104da,0,0,111,109150
182,user_bc5b7bcd10df,0,0,107,106750
183,user_88bec388c99c,0,0,108,106700
184,user_a3252f83e9bb,0,0,107,105650
185,user_51d0feb8d983,0,0,109,107050
186,user_6c900faa47c1,0,0,109,107050
187,user_0ce1a8469726,0,0,110,107950
188,user_30edf6d720ed,0,0,109,107850
189,user_65172989c4f2,0,0,109,106550
190,user_36b91dd8fab6,0,0,110,109350
191,user_f4e6279d8195,0,0,108,106650
192,user_0a9d990152ec,0,0,108,106600
193,user_fc6fcbdd3c60,0,0,110,107000
194,user_6b1712da94ff,0,0,104,103000
195,user_8c27bb6c4ae2,0,0,67,68750
196,user_1a5532e5aee9,0,0,53,51300
197,user_15e0f5d49811,0,0,55,53200
198,user_fa554103286f,0,0,56,53550
199,user_d9943d2def37,0,0,54,52150
200,user_870306f745d5,0,0,53,50650
201,user_5f12da068e58,0,0,56,53600
202,user_5bd8ff0863ba,0,0,55,53150
203,user_8cc2cf111753,0,0,54,52150
204,user_6318987cb804,0,0,55,53250
205,user_478d010144e7,0,0,55,52100
206,user_9e4b789ba4b9,0,0,52,49950
207,user_51e7e050696e,0,0,54,52350
208,user_a0c4c0e84edb,0,0,52,50750
209,user_5f05f69f8efd,0,0,55,53600
210,user_cb49f48cb4fd,0,0,53,51550
211,user_23cf7fa55fa7,0,0,54,52100
212,user_f593dffe75cf,0,0,55,52500
213,user_2c52feaf0987,0,0,54,51800
214,user_5676cda81df4,0,0,56,53550
215,user_9f639df41b34,0,0,56,53200
216,user_f883de3fb9e4,0,0,56,53550
217,user_dbe911365a40,0,0,56,53750
218,user_def6fedc912a,0,0,56,53600
219,user_9a5838bef625,0,0,55,53450
220,user_4a98f292649b,0,0,53,51000
221,user_f8cf2cb223c2,0,0,55,53450
222,user_cd9672ca5803,0,0,56,53100
223,user_bcc7a82d88e1,0,0,54,52450
224,user_50f8e033e114,0,0,53,50700
225,user_273be12fc7af,0,0,55,52650
226,user_d22150006c60,0,0,54,52300
227,user_b82048b3427e,0,0,52,50200
228,user_f16189a9cc64,0,0,55,52800
229,user_2de5165bc5af,0,0,53,51200
230,user_96e5953a42b3,0,0,54,51750
231,user_aed1dda3af4f,0,0,53,51050
232,user_2dd13474afdf,0,0,56,53100
233,user_3833c7904def,0,0,54,52550
234,user_9db9f4c0b409,0,0,53,51250
235,user_269db2a7f1a4,0,0,55,53400
236,user_84bcf80c16a2,0,0,53,52100
237,user_00e57ecda7a0,0,0,54,51950
238,user_a6c6cfa2102f,0,0,54,51900
239,user_0078525091fa,0,0,55,53050
240,user_7f3b8de74141,0,0,54,52050
241,user_86ef222d08ec,0,0,54,52900
242,user_75bad52d3499,0,0,56,54050
243,user_d6e650f79fa6,0,0,53,51300
244,user_0a1b98bee0ad,0,0,54,52350
245,user_635746bfda22,0,0,53,50700
246,user_ecd8d8307810,0,0,55,53050
247,user_02cb6b9a424e,0,0,54,52100
248,user_bd6eed440810,0,0,56,54600
249,user_ec24f919fba3,0,0,52,50350
250,user_7e53baf2fa98,0,0,55,51800
251,user_983688178fe2,0,0,55,52700
252,user_a2ae255772fe,0,0,53,51600
253,user_362757901975,0,0,54,52500
254,user_ed41c1347822,0,0,53,51600
255,user_c74068d33d61,0,0,55,52550
256,user_c85aabd53a8b,0,0,56,53700
257,user_e71cd6638e8d,0,0,57,54650
258,user_1115e985b224,0,0,55,52300
259,user_1a4dfcd38054,0,0,54,52250
260,user_85d33faab486,0,0,56,53500
261,user_c013a9ba82a3,0,0,55,52800
262,user_5497f77bb375,0,0,55,53450
263,user_01fd310242d8,0,0,55,53200
264,user_ab0631216762,0,0,54,51850
265,user_43d694b80d52,0,0,56,53000
266,user_571c73d55743,0,0,55,53150
267,user_b1ac6c27273d,0,0,54,52200
268,user_ece5e19f3705,0,0,55,53000
269,user_e0b87caec480,0,0,55,53950
270,user_8b460bca3d70,0,0,57,53600
271,user_74c570ed6b50,0,0,55,52900
272,user_0f8681027825,0,0,56,53450
273,user_5d90c5c2bf28,0,0,53,50700
274,user_dbe8a63d5a84,0,0,55,53300
275,user_bfed25d72009,0,0,56,53800
276,user_e61a873f9490,0,0,55,52950
277,user_9cd7aa9d9d42,0,0,53,51150
278,user_71fcd9bce3b1,0,0,54,52150
279,user_2a5148f8f539,0,0,53,50600
280,user_395a046a804f,0,0,57,54250
281,user_c7f5a587907f,0,0,56,54150
282,user_91aa11b3c28f,0,0,54,52050
283,user_e8da9dae4231,0,0,54,52500
284,user_8ce6774744d6,0,0,55,53550
285,user_bc1f19ab01ca,0,0,57,54150
286,user_51231fb6d54e,0,0,54,52200
287,user_bb4ec7802f14,0,0,54,52500
288,user_dae0772eef3d,0,0,54,51850
289,user_5666f32161d1,0,0,55,53200
290,user_f6b15cfb8c63,0,0,53,52000
291,user_c5c5077e8318,0,0,54,52100
292,user_130f6949014b,0,0,56,54000
293,user_a91a0d487bab,0,0,56,53850
294,user_1c2bf29ac1f1,0,0,53,51200
295,user_541824c28b67,0,0,54,51950
296,user_c9a02892e11b,0,0,54,52700
297,user_0672a32c1bfd,0,0,55,53100
298,user_d3c02f2155c6,0,0,55,52900
299,user_cc265a9697be,0,0,55,53150
300,user_38aad2716181,0,0,53,50950
301,user_0fcf2a219b77,0,0,57,54650
302,user_b3f0f7accc22,0,0,54,51750
303,user_358e73a01d41,0,0,54,51450
304,user_077ab8509faa,0,0,54,52350
305,user_25c3b78f1d62,0,0,57,54500
306,user_1c3e8802545b,0,0,53,50300
307,user_dfab77a6812c,0,0,54,51500
308,user_1ce3dbf2c470,0,0,54,51650
309,user_1d629acef08a,0,0,53,51350
310,user_28b782cd08a8,0,0,55,53200
311,user_5bd5416b9079,0,0,54,52600
312,user_95d38fd32869,0,0,53,50900
313,user_e8bc13ecb300,0,0,56,53900
314,user_8cacdc31659b,0,0,56,53750
315,user_a6822b01651b,0,0,55,52700
316,user_bd41bca8c488,0,0,54,52000
317,user_a24f346efc60,0,0,54,51150
318,user_dc5c736791ea,0,0,54,51900
319,user_4029f02b7b45,0,0,54,52700
320,user_14fae327be4b,0,0,54,52050
321,user_33167bd6e9ed,0,0,56,54200
322,user_1245e1a6a4e0,0,0,55,52400
323,user_f9ae5fff1b20,0,0,56,54550
324,user_065e169d68e3,0,0,52,50150
325,user_67bd41577dc0,0,0,54,51900
326,user_8c71d3c41858,0,0,52,51250
327,user_9e50d29e67c3,0,0,56,53200
328,user_c818b5918e7e,0,0,55,53150
329,user_7cbf78d9b38b,0,0,54,51800
330,user_ffdba8396685,0,0,55,53100
331,user_b0b3fa3607b3,0,0,52,49850
332,user_ec7ffc65d143,0,0,55,52650
333,user_a3e098ac9cf6,0,0,54,51750
334,user_3c9edbdf917c,0,0,53,51100
335,user_922b97b18714,0,0,54,52350
336,user_dc5ab9e31654,0,0,53,51200
337,user_2f4b591209f9,0,0,56,53400
338,user_b50e0241ff0a,0,0,54,51450
339,user_99ab6db7dd8c,0,0,54,52700
340,user_8391c7221d9c,0,0,54,52000
341,user_1c0f42c2e1a4,0,0,54,51250
342,user_3cb4b063d9bb,0,0,55,52900
343,user_5013f1b9fa89,0,0,54,52100
344,user_4fcb4e275ece,0,0,55,52650
345,user_799471ba725f,0,0,53,51100
346,user_ed124538d528,0,0,54,52250
347,user_36f878a45c54,0,0,54,51700
348,user_346c83f4f2d7,0,0,55,53100
349,user_c0294fe24753,0,0,53,51800
350,user_e82448f5a485,0,0,54,52650
351,user_934992e57433,0,0,55,52750
352,user_8811bdc045da,0,0,56,53100
353,user_e0bd51e77b15,0,0,56,53400
354,user_8e9504908d0d,0,0,53,51050
355,user_491b4b701b26,0,0,54,52150
356,user_32ee5738e7f2,0,0,53,50800
357,user_d06da0657eb7,0,0,55,53400
358,user_a699859c4924,0,0,56,53500
359,user_64b55971a4ed,0,0,55,53550
360,user_8154d4d5c2ad,0,0,53,51500
361,user_9f8da577fd35,0,0,55,53200
362,user_ea6655646a4f,0,0,54,52750
363,user_85c503bd8423,0,0,55,53200
364,user_e46a74e8c92a,0,0,54,51450
365,user_50040a3fe294,0,0,56,53950
366,user_f968f116200a,0,0,54,52300
367,user_749fd4f350a2,0,0,54,51850
368,user_54fc703d1aed,0,0,54,51900
369,user_f8f23a737737,0,0,53,51350
370,user_1a21a3eb649a,0,0,55,53200
371,user_e49ec99ca4e2,0,0,53,50850
372,user_cdea9f740f21,0,0,52,50850
373,user_a5186bf04e4f,0,0,56,53350
374,user_d8c6b26af911,0,0,56,53600
375,user_485fe35880d7,0,0,53,51150
376,user_b2251f07539b,0,0,54,52300
377,user_95c53be4e286,0,0,55,53350
378,user_3eeca8134770,0,0,55,53150
379,user_82f4a28c2607,0,0,52,49900
380,user_3079850fe23a,0,0,55,53100
381,user_0090b1025e8f,0,0,58,54700
382,user_b2e54d1cbade,0,0,53,51500
383,user_bc554a8752c4,0,0,55,52800
384,user_61b691957b71,0,0,53,52250
385,user_15281f5c2433,0,0,54,51650
386,user_fd49d2621bc2,0,0,56,53950
387,user_83c59f2ff690,0,0,51,49200
388,user_1f07c748e1d5,0,0,51,49550
389,user_501d18676f6c,0,0,54,51600
390,user_5a55645177e9,0,0,49,45000
391,user_a4632a2a70d7,0,0,26,24100
392,user_bb68d5798e9b,0,0,26,24050
393,user_e3433f2b4db0,0,0,26,24450
394,user_7f3a353791d2,0,0,28,24900
395,user_d0944eb0be22,0,0,28,25250
396,user_a6fd6100caa6,0,0,27,25050
397,user_907b440f2245,0,0,27,24850
398,user_6454d121a95b,0,0,27,24600
399,user_0fc5adde820d,0,0,27,24450
400,user_4a212328e54b,0,0,25,22950
401,user_6c9548070d37,0,0,26,24050
402,user_a679952c742d,0,0,28,26100
403,user_daa992a41c64,0,0,27,23900
404,user_9a22a69607e5,0,0,27,24550
405,user_d23b4ea77532,0,0,28,25500
406,user_771202d99df0,0,0,27,24750
407,user_34e5a799c5a6,0,0,27,24550
408,user_465f96109d58,0,0,29,26400
409,user_ef4df46873d7,0,0,26,23850
410,user_eeca73e97b62,0,0,28,25400
411,user_94e4d660167f,0,0,25,22550
412,user_b607acc02114,0,0,25,23000
413,user_63697e0adc14,0,0,26,23700
414,user_0494767b13f2,0,0,26,23500
415,user_ddbfc95df5ad,0,0,28,25800
416,user_2b6b471f6c86,0,0,26,23650
417,user_e93fee79a3e0,0,0,27,24450
418,user_83648dd57925,0,0,27,24350
419,user_9d58d312c89a,0,0,29,26550
420,user_7081ee1180f9,0,0,26,24050
421,user_55c9fca6bf28,0,0,27,24850
422,user_f919329bf9d5,0,0,27,24300
423,user_13c90682b623,0,0,27,24650
424,user_762cec0269eb,0,0,26,23850
425,user_b3959053d515,0,0,27,24900
426,user_8cc9ca03b3e6,0,0,27,24650
427,user_8a557d021970,0,0,26,23850
428,user_5e36e510d523,0,0,27,25100
429,user_b55f97391568,0,0,27,24800
430,user_2dbd04d0f82c,0,0,27,24550
431,user_6eb7b69ab9b3,0,0,27,24700
432,user_8eae227e7245,0,0,28,25150
433,user_a7788a49f05b,0,0,27,24650
434,user_0f3df54956ca,0,0,27,24800
435,user_401ae4cd2495,0,0,28,25250
436,user_1b231b465a11,0,0,28,25750
437,user_1e4b434754bc,0,0,26,24400
438,user_80c5562c08b5,0,0,26,24300
439,user_0ed897fb7c26,0,0,29,26300
440,user_0c5d1cf90f86,0,0,26,23950
441,user_27a3fbdaac22,0,0,26,23700
442,user_fc5eea710673,0,0,27,24850
443,user_1fb533eaae89,0,0,28,25750
444,user_5ee541da57a8,0,0,27,25200
445,user_069d49fb8cd6,0,0,26,23700
446,user_a523e255d0d8,0,0,26,24550
447,user_fef426d7ebc3,0,0,27,25100
448,user_81b653166a62,0,0,26,24250
449,user_1031a514c7e3,0,0,25,22800
450,user_218385bb5630,0,0,27,24500
451,user_a3bacea76705,0,0,27,24350
452,user_de479377d715,0,0,26,24300
453,user_6efff5bfda3a,0,0,28,25000
454,user_9ee3de67e0dd,0,0,26,23700
455,user_1f16b188f7de,0,0,26,23500
456,user_a785989969ee,0,0,27,24650
457,user_fc1889a8032c,0,0,27,24550
458,user_ac2abb67d532,0,0,27,24400
459,user_171b5fb2e89e,0,0,26,23700
460,user_f13036af446e,0,0,25,23600
461,user_3a162d4494da,0,0,27,24850
462,user_3a6dbda4b944,0,0,26,23800
463,user_a9a299384751,0,0,26,24050
464,user_e53f509f3a72,0,0,27,25250
465,user_9c9d9c562323,0,0,26,23600
466,user_209c0a5f94aa,0,0,27,24700
467,user_39bbe136068c,0,0,28,25200
468,user_e69a483202a9,0,0,26,23800
469,user_9124a72f0517,0,0,27,24500
470,user_8b7cd83898dd,0,0,28,25050
471,user_888dc00e161f,0,0,28,25400
472,user_f6fd4195c585,0,0,26,23950
473,user_f7f8f1c38e99,0,0,29,26000
474,user_05c3bedfcf64,0,0,28,25300
475,user_c2b61efcc61d,0,0,26,23400
476,user_4c48b2d1d81b,0,0,27,24800
477,user_fa12ff53effd,0,0,26,23900
478,user_1f32c8e5b6cf,0,0,27,24850
479,user_7c9935a6b3cc,0,0,27,25050
480,user_0bd459e9af1b,0,0,27,24650
481,user_9ac254ceac60,0,0,26,24200
482,user_626ca29512f0,0,0,26,24250
483,user_8be4452f295a,0,0,29,26450
484,user_16192257f2fc,0,0,29,25850
485,user_562e8104252d,0,0,27,24850
486,user_f2e63e08530f,0,0,26,23750
487,user_15a617667b29,0,0,27,24450
488,user_c406ebd07c8b,0,0,26,24450
489,user_987a61002423,0,0,27,24800
490,user_c6a9a09a2c02,0,0,25,23050
491,user_ece81c6f1b03,0,0,26,24150
492,user_f1f69983968d,0,0,27,24700
493,user_ca201f6f2268,0,0,28,25300
494,user_3539805bc7cc,0,0,27,24500
495,user_c8e593d8cdda,0,0,27,24450
496,user_dbc305379ef0,0,0,28,25750
497,user_6deb79b7657d,0,0,29,26050
498,user_626a5c7c95c5,0,0,25,23400
499,user_8daf82f64d90,0,0,26,23900
500,user_e46918496aee,0,0,26,24200
501,user_4c065f2662f8,0,0,25,22850
502,user_c19193b8c2bb,0,0,27,24700
503,user_10890cd68f40,0,0,27,24450
504,user_8c01bd2b2c7b,0,0,26,23550
505,user_21ae23ce540e,0,0,28,25400
506,user_1cfff2202395,0,0,28,25300
507,user_ff0afecde1ca,0,0,27,24450
508,user_0a1895865891,0,0,28,25100
509,user_43076b7ddbc5,0,0,26,23900
510,user_9b27eda78b93,0,0,28,25250
511,user_33e721f79c2b,0,0,26,23700
512,user_f7fa2cdadbfc,0,0,28,25850
513,user_4a431ab3e70d,0,0,27,24200
514,user_139a7099ad97,0,0,29,26200
515,user_fb41ddde7964,0,0,27,24850
516,user_0e33c7ff5535,0,0,27,24850
517,user_ea470f815e0e,0,0,26,23500
518,user_db96115ab519,0,0,27,24350
519,user_6a9b39c39fc1,0,0,27,24850
520,user_a11cf7802a76,0,0,28,25050
521,user_d73849dd270b,0,0,27,24700
522,user_7ccde8540e02,0,0,27,24650
523,user_1a726a12612b,0,0,27,24700
524,user_ab7b0cf25c10,0,0,28,24700
525,user_e2f1cb4680e3,0,0,28,25950
526,user_ea542d58d415,0,0,28,25400
527,user_6292f19953da,0,0,27,24600
528,user_d6a462ac455e,0,0,27,24400
529,user_495286dc7f29,0,0,26,24150
530,user_6ef83816f70d,0,0,26,24700
531,user_9d77f91e5920,0,0,27,24050
532,user_d0ad155af55c,0,0,26,24450
533,user_3a69293e1cfd,0,0,28,25550
534,user_8caee94b5583,0,0,28,24650
535,user_6df097c9379e,0,0,27,24450
536,user_89df9645dbc1,0,0,27,24450
537,user_158e548e5ac4,0,0,28,25250
538,user_038a3d305310,0,0,29,26000
539,user_0ce2ea300792,0,0,28,25600
540,user_ca12c0373703,0,0,27,24850
541,user_2e55b08f5cbc,0,0,26,24000
542,user_fbf3161b0fce,0,0,27,24850
543,user_31df3a147af8,0,0,27,24550
544,user_f5e737a15c2a,0,0,27,24850
545,user_603c6e34292b,0,0,27,24750
546,user_25149d7eda78,0,0,26,23750
547,user_a6269e35feae,0,0,26,23550
548,user_be47ea751e66,0,0,28,25550
549,user_c41157c83bb1,0,0,27,24850
550,user_c69b65e1bb0f,0,0,27,24800
551,user_48ee226632d9,0,0,28,25650
552,user_8af0ea90ba8b,0,0,27,24750
553,user_ee262bd06830,0,0,27,25050
554,user_780a58e71e4a,0,0,26,23450
555,user_8a12c7da6fb8,0,0,27,24550
556,user_47fb025310ac,0,0,26,23650
557,user_7bcb81655f2c,0,0,28,25350
558,user_876f925d14ba,0,0,26,23950
559,user_28575ad16cb0,0,0,25,23000
560,user_ea6c30ecdaa6,0,0,27,24900
561,user_dc088fc0a853,0,0,28,25250
562,user_48133b26e7c2,0,0,28,25850
563,user_8556a21048fe,0,0,28,25250
564,user_2739066048cd,0,0,27,24750
565,user_c65aeea536bc,0,0,27,24200
566,user_64b116b6be79,0,0,28,25050
567,user_7555a397fce3,0,0,27,24750
568,user_89018610b1e8,0,0,28,25100
569,user_e3708b34fee7,0,0,29,25750
570,user_cdf8acf54088,0,0,28,25650
571,user_57ce3380eb73,0,0,27,24550
572,user_297a78c8dc24,0,0,26,24050
573,user_e146b7d4d5cd,0,0,28,25100
574,user_8f21ef542e38,0,0,27,24700
575,user_0859c061a6e7,0,0,27,24950
576,user_3c2212b4deec,0,0,26,23700
577,user_86de1efae878,0,0,27,24700
578,user_b33e4c02c172,0,0,27,24850
579,user_740274161a3f,0,0,28,25150
580,user_f58be6ecd9d0,0,0,26,23800
581,user_f753625d0b9b,0,0,29,25950
582,user_85e750862d27,0,0,27,24300
583,user_e12878aec186,0,0,27,24600
584,user_faee93bad9c5,0,0,29,25900
585,user_e50b0c34ee66,0,0,27,24900
586,user_45ab1a74645e,0,0,28,25600
587,user_7bec0891d8d2,0,0,27,24900
588,user_7bc148c91379,0,0,26,23750
589,user_3a8a1b210605,0,0,27,24500
590,user_2376d7d29e41,0,0,27,24500
591,user_80b61238b968,0,0,27,24100
592,user_166db5aa405d,0,0,28,24950
593,user_60b4166a471f,0,0,28,25250
594,user_47ae7e40395b,0,0,28,24950
595,user_1ba65e18c795,0,0,27,25000
596,user_1220788ab425,0,0,28,25600
597,user_f28b12d884f8,0,0,26,23950
598,user_4639c83b14d0,0,0,27,24850
599,user_448f7018f2ed,0,0,28,25200
600,user_68a92bab9e67,0,0,26,23650
601,user_f9abd988c0cb,0,0,26,23900
602,user_6cc5f05d4a10,0,0,28,25450
603,user_313d9e4cceb7,0,0,28,25800
604,user_16f25bb2edf6,0,0,27,24450
605,user_44e9534e0973,0,0,26,23900
606,user_22871e051c8c,0,0,26,23850
607,user_45d598a9e1c1,0,0,26,23750
608,user_25081a45e1e4,0,0,26,23900
609,user_8eef5de0fbb8,0,0,28,25550
610,user_e92cce33512b,0,0,28,25200
611,user_f7dcfa1e41e3,0,0,28,25450
612,user_c2d7db60be4d,0,0,25,22900
613,user_df727c657733,0,0,26,23450
614,user_c7ec82e60c6a,0,0,26,24100
615,user_478b213fe726,0,0,26,23450
616,user_c73d87ff7b2f,0,0,27,24600
617,user_16d8172aa0d2,0,0,25,23400
618,user_bad1e5101c48,0,0,25,22950
619,user_77cd32ac662e,0,0,28,25400
620,user_c91c4b2d3b2b,0,0,27,24950
621,user_04d85e11b770,0,0,28,25200
622,user_41b7aed70e8e,0,0,27,24300
623,user_a077469acfe4,0,0,28,25650
624,user_fef5e5c3b2b7,0,0,26,23400
625,user_220fe5e716dc,0,0,27,24350
626,user_de707e86ad1a,0,0,27,24850
627,user_cb68a0dd3ffa,0,0,28,25750
628,user_7425b7bb535e,0,0,28,25600
629,user_d00a7cd8cd6d,0,0,27,24750
630,user_c5901c11aca0,0,0,28,25500
631,user_c566bfee3d20,0,0,26,23550
