33	3000.00	100	paid	2026-03-04 16:37:46.913074+00	2026-03-04 16:37:46.913088+00	44
34	3000.00	100	paid	2026-03-04 16:38:48.582188+00	2026-03-04 16:38:48.582201+00	127
35	3000.00	50	paid	2026-03-05 01:23:37.141908+00	2026-03-05 01:23:37.141922+00	133
36	3000.00	50	paid	2026-03-05 01:28:37.124299+00	2026-03-05 01:28:37.124312+00	45
37	3000.00	100	paid	2026-03-06 06:55:47.564248+00	2026-03-06 06:55:47.564261+00	134
38	3000.00	50	paid	2026-03-07 17:33:23.188049+00	2026-03-07 17:33:23.188063+00	135
39	3000.00	50	paid	2026-03-08 12:47:39.061467+00	2026-03-08 12:47:39.061481+00	65
40	3000.00	50	paid	2026-03-08 12:48:24.790344+00	2026-03-08 12:48:24.790357+00	66
41	3000.00	100	paid	2026-03-08 12:49:02.397832+00	2026-03-08 12:49:02.397845+00	67
42	3000.00	50	paid	2026-03-08 12:49:46.774219+00	2026-03-08 12:49:46.774231+00	72
43	3000.00	50	paid	2026-03-08 12:50:21.248253+00	2026-03-08 12:50:21.248266+00	82
44	3000.00	100	paid	2026-03-08 12:50:58.035135+00	2026-03-08 12:50:58.035149+00	83
45	3000.00	50	paid	2026-03-08 12:51:43.086203+00	2026-03-08 12:51:43.086216+00	86
46	3000.00	50	paid	2026-03-08 12:52:15.912605+00	2026-03-08 12:52:15.912618+00	87
47	3000.00	100	paid	2026-03-08 12:52:55.717058+00	2026-03-08 12:52:55.717071+00	88
48	3000.00	50	paid	2026-03-08 12:53:47.049207+00	2026-03-08 12:53:47.04922+00	92
49	3000.00	50	paid	2026-03-08 12:54:23.115259+00	2026-03-08 12:54:23.115272+00	93
50	3000.00	100	paid	2026-03-08 12:54:53.1921+00	2026-03-08 12:54:53.19215+00	94
51	3000.00	100	paid	2026-03-08 12:55:41.273998+00	2026-03-08 12:55:41.274011+00	95
52	3000.00	100	paid	2026-03-08 12:56:13.749356+00	2026-03-08 12:56:13.749369+00	96
53	3000.00	50	paid	2026-03-08 12:56:57.837929+00	2026-03-08 12:56:57.837942+00	89
54	3000.00	50	paid	2026-03-09 09:05:33.977635+00	2026-03-09 09:05:33.97765+00	143
55	3000.00	50	paid	2026-03-09 09:06:16.110943+00	2026-03-09 09:06:16.110957+00	146
56	3000.00	50	paid	2026-03-09 09:06:52.605972+00	2026-03-09 09:06:52.605985+00	149
57	3000.00	50	paid	2026-03-09 09:07:22.736744+00	2026-03-09 09:07:22.736758+00	152
58	3000.00	100	paid	2026-03-10 16:57:00.961467+00	2026-03-10 16:57:00.961482+00	139
59	3000.00	100	paid	2026-03-10 16:57:27.554692+00	2026-03-10 16:57:27.554705+00	140
60	3000.00	100	paid	2026-03-10 16:57:57.600445+00	2026-03-10 16:57:57.600458+00	141
61	3000.00	100	paid	2026-03-10 16:58:27.326329+00	2026-03-10 16:58:27.326344+00	142
62	3000.00	100	paid	2026-03-11 05:53:10.77558+00	2026-03-11 05:53:10.775593+00	153
63	3000.00	100	paid	2026-03-11 05:54:38.371691+00	2026-03-11 05:54:38.371704+00	151
64	3000.00	100	paid	2026-03-11 05:55:18.306499+00	2026-03-11 05:55:18.306513+00	150
65	3000.00	100	paid	2026-03-11 05:57:17.917791+00	2026-03-11 05:57:17.917804+00	147
66	3000.00	50	paid	2026-03-12 10:04:17.57521+00	2026-03-12 10:04:17.575222+00	154
67	3000.00	0	paid	2026-03-24 09:24:43.850961+00	2026-03-24 09:24:44.398873+00	193
68	3000.00	0	paid	2026-03-24 09:24:44.957001+00	2026-03-24 09:24:45.576851+00	194
69	3000.00	0	paid	2026-03-24 09:24:46.174168+00	2026-03-24 09:24:46.711077+00	195
70	3000.00	0	paid	2026-03-24 09:24:50.940149+00	2026-03-24 09:24:51.661191+00	196
71	3000.00	0	paid	2026-03-24 09:24:55.975505+00	2026-03-24 09:24:56.532185+00	197
72	3000.00	0	paid	2026-03-24 09:25:02.078294+00	2026-03-24 09:25:02.952055+00	198
73	3000.00	0	paid	2026-03-24 09:25:06.739892+00	2026-03-24 09:25:07.276942+00	199
74	3000.00	0	paid	2026-03-24 09:25:12.601334+00	2026-03-24 09:25:13.123072+00	200
75	3000.00	0	paid	2026-03-24 09:25:18.46226+00	2026-03-24 09:25:19.167046+00	201
76	3000.00	0	paid	2026-03-24 09:25:24.879442+00	2026-03-24 09:25:25.396157+00	202
77	3000.00	0	paid	2026-03-24 09:25:29.06273+00	2026-03-24 09:25:29.580297+00	203
78	3000.00	0	paid	2026-03-24 09:25:32.771333+00	2026-03-24 09:25:33.276525+00	204
79	3000.00	0	paid	2026-03-24 09:25:38.71754+00	2026-03-24 09:25:39.276823+00	205
80	3000.00	100	paid	2026-03-24 17:22:04.28948+00	2026-03-24 17:22:04.289493+00	206
\.


