132	50.00	credit	level_income	Level 5 Matching Income from VN8171363's Binary Match	2026-03-04 16:38:52.555582+00	\N	10	0.00	0.00	\N
142	250.00	credit	level_income	Level 1 Matching Income from VN1587075's Binary Match	2026-03-06 06:55:48.930412+00	\N	28	0.00	0.00	\N
143	200.00	credit	level_income	Level 2 Matching Income from VN1587075's Binary Match	2026-03-06 06:55:49.581634+00	\N	27	0.00	0.00	\N
144	150.00	credit	level_income	Level 3 Matching Income from VN1587075's Binary Match	2026-03-06 06:55:50.133055+00	\N	17	0.00	0.00	\N
145	50.00	credit	level_income	Level 4 Matching Income from VN1587075's Binary Match	2026-03-06 06:55:50.685945+00	\N	12	0.00	0.00	\N
146	50.00	credit	level_income	Level 5 Matching Income from VN1587075's Binary Match	2026-03-06 06:55:51.346468+00	\N	11	0.00	0.00	\N
148	3000.00	debit	pin_purchase	Pin Purchase	2026-03-07 17:32:07.800761+00	\N	17	0.00	0.00	\N
149	3000.00	credit	deposit	Pin Redeemed by VN2813230 (Code: 2BF2B496BE)	2026-03-07 17:33:22.592225+00	\N	135	0.00	0.00	\N
150	3000.00	debit	purchase	Order Checkout via Pin Redemption for Product ID: 53	2026-03-07 17:33:22.813543+00	\N	135	0.00	0.00	\N
151	500.00	deposit	binary_income	Binary match reward (Deducted L:200 R:100)	2026-03-07 17:33:24.523455+00	\N	28	0.00	0.00	\N
152	250.00	credit	level_income	Level 1 Matching Income from VN8171363's Binary Match	2026-03-07 17:33:24.891148+00	\N	27	0.00	0.00	\N
153	200.00	credit	level_income	Level 2 Matching Income from VN8171363's Binary Match	2026-03-07 17:33:25.27161+00	\N	17	0.00	0.00	\N
154	150.00	credit	level_income	Level 3 Matching Income from VN8171363's Binary Match	2026-03-07 17:33:25.650852+00	\N	12	0.00	0.00	\N
155	50.00	credit	level_income	Level 4 Matching Income from VN8171363's Binary Match	2026-03-07 17:33:26.017761+00	\N	11	0.00	0.00	\N
156	50.00	credit	level_income	Level 5 Matching Income from VN8171363's Binary Match	2026-03-07 17:33:26.387879+00	\N	10	0.00	0.00	\N
157	3000.00	debit	pin_purchase	Pin Purchase	2026-03-08 12:45:00.324531+00	\N	17	0.00	0.00	\N
158	3000.00	debit	pin_purchase	Pin Purchase	2026-03-08 12:45:00.641944+00	\N	17	0.00	0.00	\N
159	3000.00	debit	pin_purchase	Pin Purchase	2026-03-08 12:45:00.958163+00	\N	17	0.00	0.00	\N
160	3000.00	debit	pin_purchase	Pin Purchase	2026-03-08 12:45:01.272456+00	\N	17	0.00	0.00	\N
161	3000.00	debit	pin_purchase	Pin Purchase	2026-03-08 12:45:01.575677+00	\N	17	0.00	0.00	\N
162	3000.00	debit	pin_purchase	Pin Purchase	2026-03-08 12:45:01.882628+00	\N	17	0.00	0.00	\N
163	3000.00	debit	pin_purchase	Pin Purchase	2026-03-08 12:45:02.202106+00	\N	17	0.00	0.00	\N
164	3000.00	debit	pin_purchase	Pin Purchase	2026-03-08 12:45:02.505084+00	\N	17	0.00	0.00	\N
165	3000.00	debit	pin_purchase	Pin Purchase	2026-03-08 12:45:02.809938+00	\N	17	0.00	0.00	\N
166	3000.00	debit	pin_purchase	Pin Purchase	2026-03-08 12:45:03.111653+00	\N	17	0.00	0.00	\N
167	3000.00	debit	pin_purchase	Pin Purchase	2026-03-08 12:45:03.418277+00	\N	17	0.00	0.00	\N
168	3000.00	debit	pin_purchase	Pin Purchase	2026-03-08 12:45:03.724678+00	\N	17	0.00	0.00	\N
169	3000.00	debit	pin_purchase	Pin Purchase	2026-03-08 12:45:04.028478+00	\N	17	0.00	0.00	\N
170	3000.00	debit	pin_purchase	Pin Purchase	2026-03-08 12:45:04.331128+00	\N	17	0.00	0.00	\N
171	3000.00	debit	pin_purchase	Pin Purchase	2026-03-08 12:45:04.634713+00	\N	17	0.00	0.00	\N
172	3000.00	credit	deposit	Pin Redeemed by VN2813230 (Code: A92322FA73)	2026-03-08 12:47:38.43329+00	\N	65	0.00	0.00	\N
173	3000.00	debit	purchase	Order Checkout via Pin Redemption for Product ID: 53	2026-03-08 12:47:38.668695+00	\N	65	0.00	0.00	\N
174	3000.00	credit	deposit	Pin Redeemed by VN2813230 (Code: C9076E0996)	2026-03-08 12:48:24.163153+00	\N	66	0.00	0.00	\N
175	3000.00	debit	purchase	Order Checkout via Pin Redemption for Product ID: 53	2026-03-08 12:48:24.406976+00	\N	66	0.00	0.00	\N
176	500.00	deposit	binary_income	Binary match reward (Deducted L:100 R:200)	2026-03-08 12:48:26.323013+00	\N	17	0.00	0.00	\N
177	250.00	credit	level_income	Level 1 Matching Income from VN2813230's Binary Match	2026-03-08 12:48:26.70788+00	\N	12	0.00	0.00	\N
178	200.00	credit	level_income	Level 2 Matching Income from VN2813230's Binary Match	2026-03-08 12:48:27.090635+00	\N	11	0.00	0.00	\N
179	150.00	credit	level_income	Level 3 Matching Income from VN2813230's Binary Match	2026-03-08 12:48:27.476984+00	\N	10	0.00	0.00	\N
180	50.00	credit	level_income	Level 4 Matching Income from VN2813230's Binary Match	2026-03-08 12:48:27.856877+00	\N	1	0.00	0.00	\N
181	3000.00	credit	deposit	Pin Redeemed by VN2813230 (Code: 9BD80FD662)	2026-03-08 12:49:01.762677+00	\N	67	0.00	0.00	\N
182	3000.00	debit	purchase	Order Checkout via Pin Redemption for Product ID: 23	2026-03-08 12:49:02.001182+00	\N	67	0.00	0.00	\N
183	500.00	deposit	binary_income	Binary match reward (Deducted L:100 R:200)	2026-03-08 12:49:04.11391+00	\N	17	0.00	0.00	\N
184	250.00	credit	level_income	Level 1 Matching Income from VN2813230's Binary Match	2026-03-08 12:49:04.504707+00	\N	12	0.00	0.00	\N
185	200.00	credit	level_income	Level 2 Matching Income from VN2813230's Binary Match	2026-03-08 12:49:04.900454+00	\N	11	0.00	0.00	\N
186	150.00	credit	level_income	Level 3 Matching Income from VN2813230's Binary Match	2026-03-08 12:49:05.289294+00	\N	10	0.00	0.00	\N
187	50.00	credit	level_income	Level 4 Matching Income from VN2813230's Binary Match	2026-03-08 12:49:05.748892+00	\N	1	0.00	0.00	\N
188	3000.00	credit	deposit	Pin Redeemed by VN2813230 (Code: 10C296DE79)	2026-03-08 12:49:46.102523+00	\N	72	0.00	0.00	\N
189	3000.00	debit	purchase	Order Checkout via Pin Redemption for Product ID: 53	2026-03-08 12:49:46.330265+00	\N	72	0.00	0.00	\N
190	3000.00	credit	deposit	Pin Redeemed by VN2813230 (Code: 499EA00B27)	2026-03-08 12:50:20.623098+00	\N	82	0.00	0.00	\N
191	3000.00	debit	purchase	Order Checkout via Pin Redemption for Product ID: 53	2026-03-08 12:50:20.856348+00	\N	82	0.00	0.00	\N
192	500.00	deposit	binary_income	Binary match reward (Deducted L:100 R:200)	2026-03-08 12:50:24.585385+00	\N	17	0.00	0.00	\N
193	250.00	credit	level_income	Level 1 Matching Income from VN2813230's Binary Match	2026-03-08 12:50:24.961012+00	\N	12	0.00	0.00	\N
194	200.00	credit	level_income	Level 2 Matching Income from VN2813230's Binary Match	2026-03-08 12:50:25.339123+00	\N	11	0.00	0.00	\N
195	150.00	credit	level_income	Level 3 Matching Income from VN2813230's Binary Match	2026-03-08 12:50:25.719628+00	\N	10	0.00	0.00	\N
196	50.00	credit	level_income	Level 4 Matching Income from VN2813230's Binary Match	2026-03-08 12:50:26.099865+00	\N	1	0.00	0.00	\N
197	3000.00	credit	deposit	Pin Redeemed by VN2813230 (Code: FCF713B0FD)	2026-03-08 12:50:57.401144+00	\N	83	0.00	0.00	\N
198	3000.00	debit	purchase	Order Checkout via Pin Redemption for Product ID: 23	2026-03-08 12:50:57.64293+00	\N	83	0.00	0.00	\N
199	500.00	deposit	binary_income	Binary match reward (Deducted L:100 R:200)	2026-03-08 12:51:01.587936+00	\N	17	0.00	0.00	\N
200	250.00	credit	level_income	Level 1 Matching Income from VN2813230's Binary Match	2026-03-08 12:51:02.027959+00	\N	12	0.00	0.00	\N
201	200.00	credit	level_income	Level 2 Matching Income from VN2813230's Binary Match	2026-03-08 12:51:02.430386+00	\N	11	0.00	0.00	\N
202	150.00	credit	level_income	Level 3 Matching Income from VN2813230's Binary Match	2026-03-08 12:51:02.827239+00	\N	10	0.00	0.00	\N
203	50.00	credit	level_income	Level 4 Matching Income from VN2813230's Binary Match	2026-03-08 12:51:03.219598+00	\N	1	0.00	0.00	\N
204	3000.00	credit	deposit	Pin Redeemed by VN2813230 (Code: 2A97941AE1)	2026-03-08 12:51:42.496282+00	\N	86	0.00	0.00	\N
205	3000.00	debit	purchase	Order Checkout via Pin Redemption for Product ID: 53	2026-03-08 12:51:42.716844+00	\N	86	0.00	0.00	\N
206	3000.00	credit	deposit	Pin Redeemed by VN2813230 (Code: 0ADB549709)	2026-03-08 12:52:15.292819+00	\N	87	0.00	0.00	\N
207	3000.00	debit	purchase	Order Checkout via Pin Redemption for Product ID: 53	2026-03-08 12:52:15.544809+00	\N	87	0.00	0.00	\N
208	3000.00	credit	deposit	Pin Redeemed by VN2813230 (Code: F422F12CBB)	2026-03-08 12:52:55.122844+00	\N	88	0.00	0.00	\N
209	3000.00	debit	purchase	Order Checkout via Pin Redemption for Product ID: 23	2026-03-08 12:52:55.345272+00	\N	88	0.00	0.00	\N
210	3000.00	credit	deposit	Pin Redeemed by VN2813230 (Code: 5F36D19382)	2026-03-08 12:53:46.442362+00	\N	92	0.00	0.00	\N
211	3000.00	debit	purchase	Order Checkout via Pin Redemption for Product ID: 53	2026-03-08 12:53:46.668899+00	\N	92	0.00	0.00	\N
212	3000.00	credit	deposit	Pin Redeemed by VN2813230 (Code: A775488563)	2026-03-08 12:54:22.52895+00	\N	93	0.00	0.00	\N
213	3000.00	debit	purchase	Order Checkout via Pin Redemption for Product ID: 53	2026-03-08 12:54:22.749506+00	\N	93	0.00	0.00	\N
214	3000.00	credit	deposit	Pin Redeemed by VN2813230 (Code: A9CBD9F37D)	2026-03-08 12:54:52.586473+00	\N	94	0.00	0.00	\N
215	3000.00	debit	purchase	Order Checkout via Pin Redemption for Product ID: 23	2026-03-08 12:54:52.813708+00	\N	94	0.00	0.00	\N
216	3000.00	credit	deposit	Pin Redeemed by VN2813230 (Code: 0494B98A3B)	2026-03-08 12:55:40.672565+00	\N	95	0.00	0.00	\N
217	3000.00	debit	purchase	Order Checkout via Pin Redemption for Product ID: 25	2026-03-08 12:55:40.895761+00	\N	95	0.00	0.00	\N
218	3000.00	credit	deposit	Pin Redeemed by VN2813230 (Code: 3ADCF69E82)	2026-03-08 12:56:13.143852+00	\N	96	0.00	0.00	\N
219	3000.00	debit	purchase	Order Checkout via Pin Redemption for Product ID: 23	2026-03-08 12:56:13.371524+00	\N	96	0.00	0.00	\N
220	500.00	deposit	binary_income	Binary match reward (Deducted L:100 R:200)	2026-03-08 12:56:14.365832+00	\N	92	0.00	0.00	\N
221	250.00	credit	level_income	Level 1 Matching Income from VN8492061's Binary Match	2026-03-08 12:56:14.754399+00	\N	65	0.00	0.00	\N
222	200.00	credit	level_income	Level 2 Matching Income from VN8492061's Binary Match	2026-03-08 12:56:15.13198+00	\N	35	0.00	0.00	\N
223	150.00	credit	level_income	Level 3 Matching Income from VN8492061's Binary Match	2026-03-08 12:56:15.510623+00	\N	34	0.00	0.00	\N
224	50.00	credit	level_income	Level 4 Matching Income from VN8492061's Binary Match	2026-03-08 12:56:15.888656+00	\N	18	0.00	0.00	\N
225	50.00	credit	level_income	Level 5 Matching Income from VN8492061's Binary Match	2026-03-08 12:56:16.267205+00	\N	12	0.00	0.00	\N
226	3000.00	credit	deposit	Pin Redeemed by VN2813230 (Code: 63F4E8B6E3)	2026-03-08 12:56:57.258764+00	\N	89	0.00	0.00	\N
227	3000.00	debit	purchase	Order Checkout via Pin Redemption for Product ID: 53	2026-03-08 12:56:57.474103+00	\N	89	0.00	0.00	\N
228	3000.00	credit	deposit	Auto-deposit from Payin 643209187781	2026-03-08 12:59:54.614798+00	21	17	0.00	0.00	\N
229	3000.00	debit	pin_purchase	Pin Purchase	2026-03-09 09:04:52.175185+00	\N	17	0.00	0.00	\N
230	3000.00	debit	pin_purchase	Pin Purchase	2026-03-09 09:04:52.469161+00	\N	17	0.00	0.00	\N
231	3000.00	debit	pin_purchase	Pin Purchase	2026-03-09 09:04:52.762332+00	\N	17	0.00	0.00	\N
232	3000.00	debit	pin_purchase	Pin Purchase	2026-03-09 09:04:53.057133+00	\N	17	0.00	0.00	\N
233	3000.00	credit	deposit	Pin Redeemed by VN2813230 (Code: EA7D47CB21)	2026-03-09 09:05:33.381609+00	\N	143	0.00	0.00	\N
234	3000.00	debit	purchase	Order Checkout via Pin Redemption for Product ID: 53	2026-03-09 09:05:33.604954+00	\N	143	0.00	0.00	\N
235	500.00	deposit	binary_income	Binary match reward (Deducted L:200 R:100)	2026-03-09 09:05:35.17241+00	\N	51	0.00	0.00	\N
236	250.00	credit	level_income	Level 1 Matching Income from VN4814964's Binary Match	2026-03-09 09:05:35.54575+00	\N	18	0.00	0.00	\N
