11	3050.00	2026-03-24 17:22:12.447373+00	11	0.00
135	0.00	2026-03-07 17:33:22.887129+00	135	0.00
10	1950.00	2026-03-24 17:22:12.839506+00	10	0.00
136	0.00	2026-03-08 05:11:43.545067+00	136	0.00
137	0.00	2026-03-08 05:30:41.31082+00	137	0.00
138	0.00	2026-03-08 05:52:42.402778+00	138	0.00
1	59050.00	2026-03-24 17:22:13.238317+00	1	100.00
144	0.00	2026-03-09 07:14:14.054024+00	144	0.00
145	0.00	2026-03-09 07:14:41.612946+00	145	0.00
148	0.00	2026-03-09 08:39:24.313366+00	148	0.00
146	0.00	2026-03-09 09:06:15.809816+00	146	0.00
149	0.00	2026-03-09 09:06:52.303809+00	149	0.00
152	0.00	2026-03-09 09:07:22.43849+00	152	0.00
139	0.00	2026-03-10 16:57:00.647816+00	139	0.00
140	0.00	2026-03-10 16:57:27.235739+00	140	0.00
141	0.00	2026-03-10 16:57:57.253937+00	141	0.00
142	0.00	2026-03-10 16:58:26.837944+00	142	0.00
153	0.00	2026-03-11 05:53:10.46978+00	153	0.00
151	0.00	2026-03-11 05:54:38.041273+00	151	0.00
150	0.00	2026-03-11 05:55:18.000702+00	150	0.00
147	0.00	2026-03-11 05:57:17.612933+00	147	0.00
143	500.00	2026-03-11 05:57:18.836392+00	143	0.00
154	0.00	2026-03-12 10:04:17.239448+00	154	0.00
155	0.00	2026-03-14 08:59:09.827469+00	155	0.00
156	0.00	2026-03-14 09:00:22.25921+00	156	0.00
157	0.00	2026-03-14 09:00:52.418878+00	157	0.00
159	0.00	2026-03-15 10:32:52.334824+00	159	0.00
160	0.00	2026-03-15 10:44:29.246709+00	160	0.00
161	0.00	2026-03-15 11:38:31.206696+00	161	0.00
162	0.00	2026-03-18 15:22:18.712871+00	162	0.00
163	0.00	2026-03-18 15:50:59.578736+00	163	0.00
164	0.00	2026-03-18 15:54:12.825447+00	164	0.00
165	0.00	2026-03-18 15:56:03.290352+00	165	0.00
166	0.00	2026-03-18 16:00:13.830313+00	166	0.00
167	0.00	2026-03-18 16:06:01.26701+00	167	0.00
168	0.00	2026-03-18 16:09:16.97516+00	168	0.00
169	0.00	2026-03-18 16:18:35.581468+00	169	0.00
170	0.00	2026-03-18 16:25:24.41337+00	170	0.00
171	0.00	2026-03-18 16:31:34.106721+00	171	0.00
172	0.00	2026-03-18 16:36:47.649475+00	172	0.00
173	0.00	2026-03-18 16:40:59.636022+00	173	0.00
174	0.00	2026-03-19 01:34:26.185534+00	174	0.00
175	0.00	2026-03-19 01:39:58.325147+00	175	0.00
176	0.00	2026-03-19 01:46:50.912025+00	176	0.00
177	0.00	2026-03-19 01:50:43.047827+00	177	0.00
178	0.00	2026-03-19 01:57:25.148809+00	178	0.00
179	0.00	2026-03-19 02:03:07.517126+00	179	0.00
180	0.00	2026-03-19 02:06:10.927262+00	180	0.00
181	0.00	2026-03-19 02:11:00.925279+00	181	0.00
182	0.00	2026-03-19 04:51:04.846467+00	182	0.00
183	0.00	2026-03-19 04:55:56.313516+00	183	0.00
184	0.00	2026-03-21 13:35:05.138109+00	184	0.00
185	0.00	2026-03-21 13:36:52.751194+00	185	0.00
186	0.00	2026-03-23 16:58:48.964453+00	186	0.00
187	0.00	2026-03-23 17:04:51.547948+00	187	0.00
188	0.00	2026-03-23 17:10:57.966849+00	188	0.00
189	0.00	2026-03-23 17:15:33.407872+00	189	0.00
190	0.00	2026-03-23 17:20:40.024328+00	190	0.00
191	0.00	2026-03-23 17:26:06.814406+00	191	0.00
192	0.00	2026-03-23 18:39:00.866569+00	192	0.00
193	0.00	2026-03-24 09:24:33.59574+00	193	0.00
194	0.00	2026-03-24 09:24:37.823702+00	194	0.00
195	0.00	2026-03-24 09:24:41.226427+00	195	0.00
196	0.00	2026-03-24 09:24:49.485935+00	196	0.00
197	0.00	2026-03-24 09:24:54.858001+00	197	0.00
198	0.00	2026-03-24 09:25:00.853502+00	198	0.00
199	0.00	2026-03-24 09:25:05.620869+00	199	0.00
200	0.00	2026-03-24 09:25:11.816244+00	200	0.00
201	0.00	2026-03-24 09:25:17.2131+00	201	0.00
202	0.00	2026-03-24 09:25:23.84457+00	202	0.00
203	0.00	2026-03-24 09:25:27.863466+00	203	0.00
204	0.00	2026-03-24 09:25:32.015457+00	204	0.00
205	0.00	2026-03-24 09:25:37.453094+00	205	0.00
\.


