60	L	f	0.00	2026-01-28 12:22:19.949+00	2026-01-28 12:22:19.966+00	59	57	60	0	0	0	0	4	0	
61	L	f	0.00	2026-01-28 12:23:45.327+00	2026-01-28 12:23:45.35+00	60	22	61	0	0	0	0	3	0	
62	L	f	0.00	2026-01-28 12:25:19.993+00	2026-01-28 12:25:20.009+00	61	61	62	0	0	0	0	2	0	
63	L	f	0.00	2026-01-28 12:27:49.517+00	2026-01-28 12:27:49.541+00	62	22	63	0	0	0	0	1	0	
64	L	f	0.00	2026-01-28 12:30:40.241+00	2026-01-28 12:30:40.257+00	63	63	64	0	0	0	0	0	0	
46	R	f	0.00	2026-01-27 06:15:38.743+00	2026-03-10 16:58:27.814925+00	45	42	46	0	200	0	200	0	2	
68	R	f	0.00	2026-02-04 13:46:53.056+00	2026-02-04 13:46:53.073+00	30	30	68	0	0	0	0	0	1	
69	R	f	0.00	2026-02-04 13:49:49.649+00	2026-02-04 13:49:49.665+00	68	30	69	0	0	0	0	0	0	
70	L	f	0.00	2026-02-06 05:59:45.37+00	2026-02-06 05:59:45.388+00	21	19	70	0	0	0	0	1	0	
71	L	f	0.00	2026-02-06 06:03:04.394+00	2026-02-06 06:03:04.41+00	70	70	71	0	0	0	0	0	0	
75	R	f	0.00	2026-02-15 00:52:29.582+00	2026-02-15 00:52:29.599+00	72	72	75	0	0	0	0	0	0	
84	R	f	0.00	2026-02-15 11:32:54.118+00	2026-02-15 11:32:54.135+00	82	82	84	0	0	0	0	0	0	
148	R	f	0.00	2026-03-09 08:39:24.15015+00	2026-03-09 08:39:24.548752+00	146	146	148	0	0	0	0	0	0	
45	R	t	0.00	2026-01-27 06:14:12.276+00	2026-03-10 16:58:27.972478+00	42	42	45	0	200	0	200	0	3	
42	R	t	0.00	2026-01-27 05:57:50.277+00	2026-03-10 16:58:30.8519+00	40	37	42	0	50	400	250	4	4	
40	R	f	0.00	2026-01-27 05:50:47.935+00	2026-03-10 16:58:31.010413+00	37	37	40	0	750	0	750	0	9	
37	L	f	0.00	2026-01-27 05:45:34.243+00	2026-03-10 16:58:31.169046+00	36	28	37	50	550	150	750	4	10	
80	L	f	0.00	2026-02-15 01:31:36.643+00	2026-03-08 12:56:59.103341+00	79	35	80	800	0	800	0	16	0	
79	L	f	0.00	2026-02-15 01:29:44.827+00	2026-03-08 12:56:59.247686+00	78	35	79	800	0	800	0	17	0	
78	L	f	0.00	2026-02-15 01:25:52.745+00	2026-03-08 12:56:59.391412+00	77	35	78	800	0	800	0	18	0	
77	L	f	0.00	2026-02-15 01:23:45.563+00	2026-03-08 12:56:59.536516+00	76	35	77	800	0	800	0	19	0	
76	L	f	0.00	2026-02-15 01:20:18.995+00	2026-03-08 12:56:59.681527+00	74	35	76	800	0	800	0	20	0	
36	L	f	0.00	2026-01-27 05:40:29.32+00	2026-03-10 16:58:31.326696+00	30	28	36	900	0	900	0	15	0	
74	L	f	0.00	2026-02-15 00:48:47.821+00	2026-03-08 12:56:59.825063+00	73	73	74	800	0	800	0	21	0	
41	L	f	0.00	2026-01-27 05:53:42.62+00	2026-03-07 17:33:23.557487+00	38	28	41	150	0	150	0	2	0	
31	R	t	3000.00	2026-01-26 12:34:18.279+00	2026-03-05 01:23:38.421151+00	29	27	31	25	350	25	350	4	10	
154	L	t	0.00	2026-03-12 09:00:45.653133+00	2026-03-24 17:22:04.850733+00	29	29	154	100	0	100	0	4	0	
38	L	f	0.00	2026-01-27 05:48:52.649+00	2026-03-07 17:33:23.703105+00	37	37	38	150	0	150	0	3	0	
138	L	f	0.00	2026-03-08 05:52:42.254503+00	2026-03-11 05:53:11.006768+00	129	129	138	0	100	0	100	6	1	
170	R	f	0.00	2026-03-18 16:25:24.239024+00	2026-03-18 16:25:24.667438+00	169	169	170	0	0	0	0	0	2	
73	L	f	0.00	2026-02-15 00:43:08.879+00	2026-03-08 12:56:59.970435+00	72	72	73	800	0	800	0	22	0	
72	L	t	0.00	2026-02-15 00:38:58.651+00	2026-03-08 12:57:00.116369+00	67	35	72	800	0	800	0	23	1	
163	R	f	0.00	2026-03-18 15:50:59.399706+00	2026-03-21 15:33:55.897182+00	185	16	163	0	0	0	0	1	9	
157	R	f	0.00	2026-03-14 09:00:52.148556+00	2026-03-14 09:00:52.674349+00	155	155	157	0	0	0	0	0	0	
145	R	f	0.00	2026-03-09 07:14:41.459718+00	2026-03-11 05:55:18.68862+00	143	143	145	0	300	0	300	0	4	
166	R	f	0.00	2026-03-18 16:00:13.640215+00	2026-03-18 16:00:14.171523+00	165	163	166	0	0	0	0	1	6	
30	L	f	0.00	2026-01-26 12:20:40.227+00	2026-03-10 16:58:31.485721+00	28	28	30	900	0	900	0	16	2	
173	L	f	0.00	2026-03-18 16:40:59.463626+00	2026-03-18 16:40:59.888961+00	166	166	173	0	0	0	0	0	0	
26	L	f	0.00	2026-01-26 12:06:59.553+00	2026-03-11 05:57:22.315841+00	18	17	26	1750	0	1750	0	70	0	
182	R	f	0.00	2026-03-19 04:51:04.665356+00	2026-03-19 04:51:05.176709+00	180	179	182	0	0	0	0	0	1	
176	R	f	0.00	2026-03-19 01:46:50.735164+00	2026-03-19 01:46:52.019978+00	175	51	176	0	0	0	0	0	7	
179	R	f	0.00	2026-03-19 02:03:07.325461+00	2026-03-19 02:03:08.669423+00	178	103	179	0	0	0	0	1	3	
160	R	f	0.00	2026-03-15 10:44:29.053532+00	2026-03-15 10:44:29.596897+00	159	16	160	0	0	0	0	0	14	
168	R	f	0.00	2026-03-18 16:09:16.796891+00	2026-03-18 16:09:17.322208+00	167	166	168	0	0	0	0	0	4	
90	R	f	0.00	2026-02-15 12:33:46.153+00	2026-02-15 12:33:46.17+00	86	86	90	0	0	0	0	0	1	
91	R	f	0.00	2026-02-15 12:37:27.767+00	2026-02-15 12:37:27.783+00	90	86	91	0	0	0	0	0	0	
99	L	f	0.00	2026-02-16 10:26:19.91+00	2026-02-16 10:26:19.928+00	98	31	99	0	0	0	0	0	1	
102	L	f	0.00	2026-02-16 12:05:53.724+00	2026-02-16 12:05:53.742+00	101	101	102	0	0	0	0	0	0	
104	L	f	0.00	2026-02-16 13:35:27.767+00	2026-02-16 13:35:27.785+00	100	100	104	0	0	0	0	0	0	
107	L	f	0.00	2026-02-16 13:55:51.971+00	2026-02-16 13:55:51.989+00	106	106	107	0	0	0	0	0	0	
117	R	f	0.00	2026-02-19 08:35:49.362+00	2026-02-19 08:35:49.383+00	99	99	117	0	0	0	0	0	0	
122	L	t	3000.00	2026-02-19 10:30:34.004+00	2026-02-19 11:04:55.874+00	121	121	122	0	0	0	0	0	0	
124	L	t	0.00	2026-02-19 11:14:41.989+00	2026-02-19 11:26:15.296+00	123	123	124	0	0	0	0	0	0	
146	L	t	0.00	2026-03-09 08:37:39.249635+00	2026-03-11 05:57:18.147893+00	144	125	146	100	0	100	0	1	1	
123	R	t	3000.00	2026-02-19 10:46:05.486+00	2026-02-19 11:26:15.322+00	121	121	123	100	0	100	0	1	3	
143	L	t	0.00	2026-03-09 07:12:55.662354+00	2026-03-11 05:57:20.920453+00	136	125	143	50	100	150	300	4	5	
89	L	t	0.00	2026-02-15 12:26:15.906+00	2026-03-08 12:56:57.762624+00	\N	35	89	400	0	400	0	5	0	
130	R	f	0.00	2026-02-27 11:09:47.415382+00	2026-02-27 11:09:47.591776+00	98	98	130	0	0	0	0	0	0	
97	R	f	0.00	2026-02-16 06:36:44.43+00	2026-03-11 05:57:21.705857+00	51	51	97	0	675	0	675	0	37	
152	R	t	0.00	2026-03-09 08:51:41.288952+00	2026-03-09 09:07:22.662462+00	150	143	152	0	0	0	0	0	0	
96	R	t	0.00	2026-02-15 14:11:40.9+00	2026-03-08 12:56:13.673571+00	94	94	96	0	0	0	0	0	0	
121	R	t	3000.00	2026-02-19 09:46:27.09+00	2026-02-19 11:11:49.86+00	120	1	121	100	100	100	100	1	5	
94	R	t	0.00	2026-02-15 14:00:41.551+00	2026-03-08 12:56:13.977272+00	92	92	94	0	100	0	100	0	1	
92	L	t	0.00	2026-02-15 12:54:45.768+00	2026-03-08 12:56:16.610225+00	89	65	92	50	0	150	200	2	2	
95	L	t	0.00	2026-02-15 14:07:10.485+00	2026-03-08 12:55:41.199287+00	93	93	95	0	0	0	0	0	0	
93	L	t	0.00	2026-02-15 13:55:17.372+00	2026-03-08 12:55:41.498575+00	92	92	93	100	0	100	0	1	0	
140	L	t	0.00	2026-03-08 14:13:31.86594+00	2026-03-10 16:57:27.473662+00	139	42	140	0	0	0	0	0	0	
155	L	f	0.00	2026-03-14 08:59:09.652051+00	2026-03-24 17:22:04.692572+00	154	29	155	100	0	100	0	2	1	
171	R	f	0.00	2026-03-18 16:31:33.948487+00	2026-03-18 16:35:45.803976+00	170	166	171	0	0	0	0	0	1	
98	L	t	0.00	2026-02-16 10:19:21.212+00	2026-02-24 16:33:59.754474+00	31	31	98	0	0	0	0	2	1	
51	L	t	0.00	2026-01-28 04:23:45.423+00	2026-03-11 05:57:21.857819+00	35	18	51	50	175	1050	675	29	38	
67	L	t	0.00	2026-02-02 00:02:39.054+00	2026-03-08 12:57:00.265014+00	66	65	67	850	0	850	0	25	0	
103	R	f	0.00	2026-02-16 12:08:32.064+00	2026-03-16 16:50:40.647025+00	101	101	103	0	650	0	650	0	34	
35	L	f	0.00	2026-01-26 14:07:40.424+00	2026-03-11 05:57:22.010762+00	34	34	35	1750	0	1750	0	68	0	
34	L	f	0.00	2026-01-26 14:04:42.667+00	2026-03-11 05:57:22.163029+00	26	18	34	1750	0	1750	0	69	0	
66	L	t	0.00	2026-02-01 23:57:43.629+00	2026-03-08 12:57:00.420827+00	65	65	66	950	0	950	0	26	0	
65	L	t	0.00	2026-02-01 23:54:36.943+00	2026-03-08 12:57:00.566954+00	56	35	65	1000	0	1000	0	27	0	
56	L	f	0.00	2026-01-28 12:16:09.89+00	2026-03-08 12:57:00.713903+00	51	1	56	1050	0	1050	0	28	0	
101	R	t	0.00	2026-02-16 11:46:43.013+00	2026-03-16 16:49:38.211488+00	97	51	101	0	650	0	650	1	35	
128	R	f	0.00	2026-02-27 07:50:30.52961+00	2026-03-11 05:53:11.355226+00	126	51	128	0	100	0	100	0	20	
120	R	f	0.00	2026-02-19 08:46:36.567+00	2026-02-19 11:11:49.867+00	119	1	120	0	300	0	300	0	7	
177	R	f	0.00	2026-03-19 01:50:42.867361+00	2026-03-19 01:50:44.276369+00	176	51	177	0	0	0	0	0	6	
126	R	t	0.00	2026-02-23 09:33:42.445+00	2026-03-11 05:53:11.507707+00	125	51	126	0	100	0	100	0	21	
125	R	t	0.00	2026-02-23 08:28:27.287+00	2026-03-11 05:57:21.239914+00	103	51	125	300	25	500	125	11	22	
129	R	f	0.00	2026-02-27 07:55:34.283633+00	2026-03-11 05:53:11.202096+00	128	51	129	100	0	100	0	8	11	
133	R	t	0.00	2026-03-05 01:21:41.178286+00	2026-03-05 01:23:37.067684+00	132	27	133	0	0	0	0	0	0	
132	R	f	0.00	2026-03-03 10:39:19.055568+00	2026-03-05 01:23:37.36612+00	131	27	132	0	50	0	50	0	1	
131	R	f	0.00	2026-03-03 10:38:38.075034+00	2026-03-05 01:23:37.516033+00	127	27	131	0	50	0	50	0	2	
127	R	t	0.00	2026-02-24 15:26:41.846964+00	2026-03-05 01:23:37.664038+00	108	17	127	0	50	0	50	0	3	
108	R	t	0.00	2026-02-16 14:04:35.401+00	2026-03-05 01:23:37.81175+00	106	106	108	0	150	0	150	0	4	
106	R	t	0.00	2026-02-16 13:50:27.595+00	2026-03-05 01:23:37.971132+00	105	27	106	0	250	0	250	1	5	
105	R	f	0.00	2026-02-16 13:38:27.315+00	2026-03-05 01:23:38.124011+00	100	100	105	0	350	0	350	0	7	
100	R	f	0.00	2026-02-16 10:48:34.194+00	2026-03-05 01:23:38.273077+00	31	27	100	0	350	0	350	1	8	
22	R	f	0.00	2026-01-26 11:57:24.024+00	2026-03-24 17:22:10.779477+00	20	17	22	0	1575	0	1575	14	42	
119	R	f	0.00	2026-02-19 08:42:53.21+00	2026-02-19 11:11:49.874+00	118	1	119	0	300	0	300	0	8	
161	R	f	0.00	2026-03-15 11:38:31.052648+00	2026-03-15 11:38:31.590484+00	160	16	161	0	0	0	0	0	13	
118	R	f	0.00	2026-02-19 08:39:00.839+00	2026-02-19 11:11:49.881+00	116	1	118	0	300	0	300	0	9	
116	R	f	0.00	2026-02-19 08:35:42.499+00	2026-02-19 11:11:49.888+00	115	1	116	0	300	0	300	0	10	
115	R	f	0.00	2026-02-19 08:20:12.041+00	2026-02-19 11:11:49.895+00	114	1	115	0	300	0	300	0	11	
114	R	f	0.00	2026-02-19 06:26:42.505+00	2026-02-19 11:11:49.902+00	113	1	114	0	300	0	300	0	12	
113	R	f	0.00	2026-02-19 06:12:13.392+00	2026-02-19 11:11:49.909+00	112	1	113	0	300	0	300	0	13	
112	R	f	0.00	2026-02-19 06:06:30.75+00	2026-02-19 11:11:49.916+00	111	1	112	0	300	0	300	0	14	
111	R	f	0.00	2026-02-19 05:57:54.143+00	2026-02-19 11:11:49.923+00	110	1	111	0	300	0	300	0	15	
110	R	t	0.00	2026-02-19 05:24:15.359+00	2026-03-01 05:52:26.340624+00	109	1	110	0	300	0	300	0	16	
109	R	f	0.00	2026-02-19 05:19:02.861+00	2026-03-01 05:52:26.45879+00	25	1	109	0	400	0	400	0	17	
25	R	t	0.00	2026-01-26 12:01:18.121+00	2026-03-01 05:52:26.520152+00	1	1	25	0	400	0	400	0	18	
164	L	f	0.00	2026-03-18 15:54:12.650055+00	2026-03-18 15:54:13.078923+00	163	163	164	0	0	0	0	0	0	
174	R	f	0.00	2026-03-19 01:34:26.011681+00	2026-03-19 01:34:26.445401+00	137	137	174	0	0	0	0	0	9	
180	R	f	0.00	2026-03-19 02:06:10.759551+00	2026-03-19 02:06:11.176015+00	179	179	180	0	0	0	0	0	2	
183	R	f	0.00	2026-03-19 04:55:56.141238+00	2026-03-19 04:55:57.907545+00	182	51	183	0	0	0	0	0	0	
185	R	f	0.00	2026-03-21 13:36:52.485113+00	2026-03-23 18:29:06.354849+00	184	184	185	0	0	0	0	1	0	
172	R	f	0.00	2026-03-18 16:36:47.453165+00	2026-03-18 16:36:47.946979+00	171	171	172	0	0	0	0	0	0	
169	R	f	0.00	2026-03-18 16:18:35.414982+00	2026-03-18 16:18:36.584659+00	168	16	169	0	0	0	0	0	3	
188	L	f	0.00	2026-03-23 17:10:57.807035+00	2026-03-23 17:10:58.441262+00	187	129	188	0	0	0	0	3	0	
181	L	f	0.00	2026-03-19 02:11:00.745023+00	2026-03-19 02:11:01.183972+00	179	179	181	0	0	0	0	0	0	
153	R	t	0.00	2026-03-11 05:51:21.997475+00	2026-03-11 05:53:10.699088+00	138	138	153	0	0	0	0	0	0	
165	R	f	0.00	2026-03-18 15:56:03.095895+00	2026-03-18 15:56:03.546391+00	163	163	165	0	0	0	0	0	8	
187	L	f	0.00	2026-03-23 17:04:51.358708+00	2026-03-23 17:04:51.990984+00	186	129	187	0	0	0	0	4	0	
195	R	f	0.00	2026-03-24 09:24:40.6339+00	2026-03-24 09:24:43.554312+00	193	193	195	0	0	0	0	0	0	
135	L	t	0.00	2026-03-06 12:12:57.410108+00	2026-03-07 17:33:23.109844+00	134	134	135	0	0	0	0	0	0	
134	L	t	0.00	2026-03-05 11:09:16.215604+00	2026-03-07 17:33:23.410921+00	41	28	134	50	0	50	0	1	0	
186	L	f	0.00	2026-03-23 16:58:48.802357+00	2026-03-23 16:58:49.328036+00	138	129	186	0	0	0	0	5	0	
150	R	t	0.00	2026-03-09 08:45:11.236361+00	2026-03-11 05:55:18.230198+00	149	149	150	0	50	0	50	0	1	
18	L	f	0.00	2026-01-24 13:15:02.131+00	2026-03-11 05:57:22.468858+00	17	12	18	1750	0	1750	0	71	1	
27	R	f	0.00	2026-01-26 12:10:21.869+00	2026-03-24 17:22:10.620376+00	22	17	27	0	1575	0	1575	0	41	media/profile_pics/1740165224736-removebg-preview_vc91ve
205	R	f	0.00	2026-03-24 09:25:36.909493+00	2026-03-24 09:25:38.389459+00	198	198	205	0	0	0	0	0	0	
196	L	f	0.00	2026-03-24 09:24:48.766022+00	2026-03-24 09:24:50.501415+00	194	194	196	0	0	0	0	0	0	
141	R	t	0.00	2026-03-08 14:20:41.936747+00	2026-03-10 16:58:27.6588+00	46	42	141	0	100	0	100	0	1	
147	L	t	0.00	2026-03-09 08:38:50.901033+00	2026-03-11 05:57:17.841662+00	146	146	147	0	0	0	0	0	0	
144	L	f	0.00	2026-03-09 07:14:13.907439+00	2026-03-11 05:57:18.300732+00	143	143	144	150	0	150	0	3	0	
136	L	f	0.00	2026-03-08 05:11:43.390149+00	2026-03-11 05:57:21.084076+00	125	125	136	500	0	500	0	10	0	
197	R	f	0.00	2026-03-24 09:24:54.329802+00	2026-03-24 09:24:55.701393+00	194	194	197	0	0	0	0	0	0	
178	R	f	0.00	2026-03-19 01:57:24.972866+00	2026-03-19 01:57:26.173414+00	177	103	178	0	0	0	0	0	5	
175	R	f	0.00	2026-03-19 01:39:58.155503+00	2026-03-19 01:39:58.574978+00	174	174	175	0	0	0	0	0	8	
137	R	f	0.00	2026-03-08 05:30:41.15847+00	2026-03-08 05:30:41.75455+00	129	125	137	0	0	0	0	0	10	
192	L	f	0.00	2026-03-23 18:39:00.708511+00	2026-03-23 18:39:01.10427+00	185	185	192	0	0	0	0	0	0	
184	R	f	0.00	2026-03-21 13:35:04.974038+00	2026-03-21 15:37:34.004228+00	162	16	184	0	0	0	0	0	2	
162	R	f	0.00	2026-03-18 15:22:18.538393+00	2026-03-21 15:30:38.404664+00	161	16	162	0	0	0	0	0	12	
159	R	f	0.00	2026-03-15 10:32:52.166388+00	2026-03-15 10:32:52.585259+00	16	16	159	0	0	0	0	0	15	
20	R	f	0.00	2026-01-26 11:51:50.435+00	2026-03-24 17:22:10.936896+00	19	19	20	0	1575	0	1575	0	57	
19	R	f	0.00	2026-01-26 04:42:00.806+00	2026-03-24 17:22:11.101732+00	17	17	19	0	1575	0	1575	3	58	media/profile_pics/1002724043_j8YhBwV_onkqyp
17	L	f	0.00	2026-01-24 13:11:22.162+00	2026-03-24 17:22:13.319366+00	16	12	17	250	75	1750	1575	73	62	
198	L	f	0.00	2026-03-24 09:25:00.333117+00	2026-03-24 09:25:01.590473+00	195	195	198	0	0	0	0	0	0	
149	R	t	0.00	2026-03-09 08:44:07.318788+00	2026-03-20 07:50:50.34744+00	145	143	149	100	150	100	150	1	2	media/profile_pics/eb70160c-4786-410b-b858-8dda6548eb6c-1_all_10761_dlhyzw
16	L	f	0.00	2026-01-24 12:55:41.296+00	2026-03-24 17:22:13.477274+00	12	12	16	3325	0	3325	0	136	17	
12	L	f	0.00	2026-01-24 03:38:00.895+00	2026-03-24 17:22:13.634301+00	11	11	12	3325	0	3325	0	157	0	
11	L	f	0.00	2026-01-24 03:35:55.465+00	2026-03-24 17:22:13.792518+00	10	10	11	3325	0	3325	0	158	0	
199	R	f	0.00	2026-03-24 09:25:04.996702+00	2026-03-24 09:25:06.457874+00	195	195	199	0	0	0	0	0	0	
193	\N	f	0.00	2026-03-24 09:24:33.05876+00	2026-03-24 09:24:35.308925+00	\N	\N	193	0	0	0	0	0	0	
200	L	f	0.00	2026-03-24 09:25:11.109748+00	2026-03-24 09:25:12.32063+00	196	196	200	0	0	0	0	0	0	
201	R	f	0.00	2026-03-24 09:25:16.639847+00	2026-03-24 09:25:18.121901+00	196	196	201	0	0	0	0	0	0	
191	L	f	0.00	2026-03-23 17:26:06.64783+00	2026-03-23 17:26:07.537648+00	190	129	191	0	0	0	0	0	0	
190	L	f	0.00	2026-03-23 17:20:39.859021+00	2026-03-23 17:20:40.649777+00	189	129	190	0	0	0	0	1	0	
189	L	f	0.00	2026-03-23 17:15:33.251612+00	2026-03-23 17:15:33.962464+00	188	129	189	0	0	0	0	2	0	
202	L	f	0.00	2026-03-24 09:25:23.322299+00	2026-03-24 09:25:24.629416+00	197	197	202	0	0	0	0	0	0	
194	L	f	0.00	2026-03-24 09:24:36.979868+00	2026-03-24 09:24:43.258738+00	193	193	194	0	0	0	0	0	0	
203	R	f	0.00	2026-03-24 09:25:27.335705+00	2026-03-24 09:25:28.760645+00	197	197	203	0	0	0	0	0	0	
204	L	f	0.00	2026-03-24 09:25:31.50521+00	2026-03-24 09:25:32.516984+00	198	198	204	0	0	0	0	0	0	
10	L	f	0.00	2026-01-24 03:33:01.551+00	2026-03-24 17:22:13.949831+00	1	1	10	3325	0	3325	0	159	0	
206	L	t	0.00	2026-03-24 12:35:00.531735+00	2026-03-24 17:22:04.210335+00	156	29	206	0	0	0	0	0	0	
156	L	f	0.00	2026-03-14 09:00:22.08645+00	2026-03-24 17:22:04.530819+00	155	155	156	100	0	100	0	1	0	
29	R	f	0.00	2026-01-26 12:19:16.693+00	2026-03-24 17:22:07.684862+00	28	27	29	50	225	150	425	5	15	
28	R	t	0.00	2026-01-26 12:15:25.19+00	2026-03-24 17:22:10.46257+00	27	27	28	200	75	900	575	19	21	
1	\N	t	3000.00	2026-01-20 12:50:10.977+00	2026-03-24 17:22:14.106809+00	\N	\N	1	2925	0	3325	500	165	22	media/profile_pics/WhatsApp_Image_2026-01-23_at_19_EZkvcz2.03.25_qcopuk
\.


