25	Acaiberry-Juice	acaiberry-juice	media/products/acai_eeky4y	Vedaon Natural Acai Berry Juice is a potent wellness supplement derived from premium, sustainably sourced Amazonian berries. Renowned for its exceptionally high antioxidant content, this juice is formulated to neutralize free radicals, supporting cellular health and immune resilience. Rich in essential Omega-3, 6, and 9 fatty acids, it promotes cardiovascular health and enhances skin vitality from within.\r\nThis natural elixir also aids metabolic function, providing a sustained energy boost without synthetic additives or artificial sugars. Its clean, earthy flavor profile makes it a perfect daily addition for those seeking holistic vitality. Experience pure, plant-based nutrition designed to revitalize your body and mind.	3000.00	100	0	t	2026-02-27 19:44:42.177449+00	2026-02-27 21:04:17.227279+00	6
28	Velvet Bean Honey	velvet-bean-honey	media/products/hoo_1_ljkquz	This premium Velvet Bean Honey by Vedaon is a sophisticated wellness blend, presented in a classic square glass jar with an elegant gold-toned lid. The rich, dark amber hue of the honey suggests a deep, robust flavor profile derived from high-quality nectar.\r\nAs a "mixed product," it combines the natural sweetness of honey with the nutritional powerhouse of velvet bean (Mucuna pruriens). The label highlights its functional benefits, specifically designed to support vitality, muscle energy, and cognitive function. It’s an ideal choice for those seeking a natural supplement that promotes overall well-being with a touch of luxury.	3000.00	100	0	t	2026-02-27 20:02:23.792536+00	2026-02-27 21:05:17.059042+00	6
51	Tide - Washing Powder 1Kg	tide-washing-powder-1kg	media/products/Untitled_design_co9qoh	Tide Washing Powder 1kg delivers powerful stain removal with advanced cleaning formula. It removes tough dirt, brightens clothes, maintains fabric freshness, and provides a long-lasting clean fragrance after every wash.	129.00	1	0	t	2026-02-28 09:21:16.727059+00	2026-03-01 06:36:25.37624+00	12
29	Diabetic Care	diabetic-care	media/products/die_1_a7bl2b	This Vedaon Diabetic Care Advanced Formula is a specialized dietary supplement designed to support metabolic health and blood sugar management. Encased in a professional white bottle with a clean, navy blue label, the product highlights three primary health goals: maintaining healthy blood sugar levels, supporting insulin sensitivity, and providing anti-inflammatory support.\r\nThe branding features the Vedaon logo and an illustrative graphic of a glucose monitor, emphasizing its targeted use for those monitoring their glycemic index. As an "Advanced Formula," it likely blends traditional herbal ingredients with modern nutritional science to promote holistic wellness. This supplement serves as a convenient addition to a balanced diet and active lifestyle for individuals seeking proactive support for their metabolic well-being and long-term vitality	1000.00	33	0	t	2026-02-27 20:16:38.039539+00	2026-02-27 21:08:04.252154+00	6
48	Mugi Fresh -1 ltr	mugi-fresh-1-ltr	media/products/Untitled_design_pumx36	Mugi Fresh 1 Litre floor cleaner delivers powerful cleaning with a refreshing fragrance. It removes dirt, stains, and germs effectively, leaving floors hygienic, shiny, and scented for a clean home.	230.00	1	0	t	2026-02-28 09:06:40.76999+00	2026-03-01 06:15:56.247564+00	12
30	Curcumin Capsule	curcumin-capsule	media/products/cuur_2_okcrx3	This high-quality supplement bottle features Curcumin Pure Extract Capsules, presented in a sleek, matte black container with a sophisticated gold-toned cap. The deep blue label is elegantly designed with gold accents, highlighting its "100% Natural Herbameral Extracts" and a 60-capsule count.\r\nTo emphasize its botanical origins, the bottle is staged alongside fresh, sliced turmeric roots and a vibrant mound of golden turmeric powder, all resting on a polished wooden surface. The moody, dark green gradient background creates a premium, apothecary-style aesthetic that communicates purity and wellness. This concentrated formula is designed to deliver the potent antioxidant and anti-inflammatory benefits of turmeric in a convenient, professional-grade format, making it an essential addition to any modern health regimen.	1000.00	33	0	t	2026-02-27 20:31:07.443395+00	2026-02-27 21:06:58.856769+00	6
21	Grand Kerala Tour Package	grand-kerala-tour-package	media/products/Untitled_design_ujphap	₹29,999/\r\nPer Person\r\n6 Days / 5 Nights\r\nMax People : 2\r\nKerala\r\nKerala, with its lush landscapes, tranquil backwaters, and vibrant culture, is a dream destination. From the hill stations of Munnar to the serene backwaters of Alleppey, this tour takes you through the best of what Kerala has to offer. Whether you’re sipping tea in Munnar, cruising the backwaters, or soaking in the coastal vibes of Varkala, this 6-day trip is a perfect blend of nature, culture, and relaxation!\r\n\r\nIncluded and Excluded\r\nUp & Down Train Tickets (Non-AC Sleeper) From Your Hometown To Kochi 🚆\r\nPickup From Ernakulam Railway Station To Munnar By Private Cab 🚗\r\n2 Nights Accommodation In Munnar With Balcony View 🌄 (1 Room)\r\n2 Days Breakfast & Dinner In Munnar 🍽️\r\nKochi And Mattupetti Direction Tour 🏞️\r\nMunnar To Thekkady Travel By Private AC Cab 🚙\r\n1 Night Accommodation In Thekkady 🏨\r\nBreakfast & Dinner In Thekkady 🍽️\r\nEnroute Sightseeing From Munnar To Thekkady 🌳\r\nThekkady To Varkala Travel By Private AC Cab 🚗\r\n1 Night AC Accommodation In Varkala 🏖️ With Breakfast\r\nVisit Jatayu Earth Center In Varkala 🦅\r\nVarkala To Alleppey Sightseeing By Private AC Cab 🚙\r\n1 Night Hygienic Sanitized AC Houseboat Stay (Deluxe Single Bed Room With Upper Deck) 🚤\r\nLunch, Dinner & Breakfast On The Houseboat (Kari Meen Fry Available) 🍤\r\nTea, Coffee & Snacks Provided During Houseboat Stay ☕🍪\r\nDrop From Boat House To Alleppey Railway Station By Auto 🛺\r\nDriver Charges, Parking Charges Included 🅿️\r\n24/7 Customer Support Available 📞\r\nPersonal Expenses\r\nEntry Fees To Some Attractions\r\nAdditional Meals & Drinks\r\nHighlights of the Tour\r\nScenic Beauty: Explore The Lush Hills Of Munnar, The Wildlife Of Thekkady, And The Beaches Of Varkala.\r\nHouseboat Bliss: Experience The Serene Backwaters Of Kerala In A Deluxe Houseboat.\r\nDelicious Kerala Cuisine: Relish Local Dishes Like Kari Meen Fry, And Enjoy Authentic Meals At Every Stop.\r\nComfortable Travel: Private AC Cabs And A Relaxing Train Journey Ensure A Comfortable Trip Throughout.\r\nWildlife & Cultur	29999.00	10	0	t	2026-02-27 19:02:46.556024+00	2026-02-28 06:00:05.364606+00	7
33	Meera -Kunkudukai & Badam Shampoo	meera-kunkudukai-badam-shampoo	media/products/Untitled_design_oqwo6o	Meera Kunkudukai and Badam Shampoo blends traditional soapnut cleansing with nourishing almond goodness. It gently removes dirt, strengthens hair, adds shine, reduces dryness, and leaves hair soft, smooth, and refreshed.	705.00	1	0	t	2026-02-28 07:03:21.818973+00	2026-03-01 05:55:53.56581+00	12
53	Grocery coupen	grocery-coupen	media/products/Untitled_design_ew1nym		3000.00	50	0	t	2026-03-04 21:24:52.940001+00	2026-03-04 21:24:52.940017+00	12
40	Surf Excel Matic	surf-excel-matic	media/products/surf__birw54	Surf Excel Matic detergent is specially designed for washing machines, removing tough stains while protecting fabric color and softness. Its powerful formula ensures deep cleaning, freshness, and performance per wash.	209.00	1	0	t	2026-02-28 08:09:11.696661+00	2026-02-28 08:09:11.696675+00	12
44	Mysore Sandal  Soap -75g	mysore-sandal-soap-75g	media/products/my_jthf23	Mysore Sandal Soap is a premium bathing bar enriched with pure sandalwood oil, gently cleansing skin while nourishing and moisturizing. It leaves a refreshing fragrance, texture, and a natural glow.	38.00	1	0	t	2026-02-28 08:51:37.470565+00	2026-02-28 08:51:37.47058+00	12
45	Medimix  Sandal Soap	medimix-sandal-soap	media/products/med_f38sft	Medimix Sandal Soap blends Ayurvedic herbs with soothing sandalwood to gently cleanse, nourish, and protect skin. It helps maintain freshness, improves texture, and leaves a calming fragrance for healthy-looking skin.	33.00	1	0	t	2026-02-28 08:54:56.832228+00	2026-02-28 08:54:56.832243+00	12
34	Yippee-4 in one Pack	yippee-4-in-one-pack	media/products/Untitled_design_esvev0	Yippee 4-in-One Pack offers delicious instant noodles in multiple tasty flavors, perfect for quick meals and sharing. Easy to cook and full of flavor, it’s a convenient choice for anytime hunger cravings.	81.00	1	0	t	2026-02-28 07:07:54.116551+00	2026-03-01 05:57:53.668807+00	12
43	Navratna - Ayurvedic Oil	navratna-ayurvedic-oil	media/products/Untitled_design_s0t8ld	Navratna Ayurvedic Oil is a cooling herbal hair oil enriched with natural ingredients that relax the mind, reduce stress, nourish scalp, strengthen roots, and promote healthy, shiny hair with aroma.	177.00	1	0	t	2026-02-28 08:18:32.953508+00	2026-03-01 06:17:00.553718+00	12
41	Vcare-Herbal Hair Dye	vcare-herbal-hair-dye	media/products/Untitled_design_az6cin	V Care Herbal Hair Dye offers natural-looking color enriched with herbal ingredients. It covers grey hair effectively, nourishes strands, reduces damage, and leaves hair soft, shiny, with long-lasting results finish.	79.00	1	0	t	2026-02-28 08:11:12.599086+00	2026-03-01 06:22:13.270426+00	12
42	Sree Nandhini Sambrani Cup	sree-nandhini-sambrani-cup	media/products/Untitled_design_e8ytpt	Sree Nandhini Samburani Cup releases a soothing traditional fragrance that purifies surroundings, creates a calm spiritual atmosphere, and helps freshen homes and prayer spaces with long-lasting aromatic smoke naturally daily.	72.00	1	0	t	2026-02-28 08:14:10.171726+00	2026-03-01 06:25:49.317367+00	12
39	Sensodyne-Tooth paste	sensodyne-tooth-paste	media/products/Untitled_design_vapev4	Sensodyne Toothpaste is specially formulated for sensitive teeth, providing lasting protection against sensitivity pain while strengthening enamel, promoting gum health, and delivering gentle yet effective cleaning for oral care comfort.	220.00	1	0	t	2026-02-28 08:06:33.766326+00	2026-03-01 06:35:17.604424+00	12
38	Vim - Bar	vim-bar	media/products/Untitled_design_lcpksy	Vim Bar is a powerful dishwashing soap that removes stubborn grease and food stains easily. Its active formula delivers sparkling clean utensils, long-lasting freshness, and effective cleaning with every wash.	10.00	1	0	t	2026-02-28 08:04:49.416465+00	2026-03-01 06:38:56.852654+00	12
37	Vim-Liquid	vim-liquid	media/products/Untitled_design_cz562y	Vim Liquid Dishwash effectively removes tough grease and stains with a powerful lemon formula. It cleans utensils quickly, leaves no residue, and provides long-lasting freshness while being gentle on hands.	55.00	1	0	t	2026-02-28 08:02:47.516302+00	2026-03-01 06:39:52.109436+00	12
36	Vicco- Vajradanti Paste	vicco-vajradanti-paste	media/products/Untitled_design_fss3ms	Vicco Vajradanti Toothpaste is an Ayurvedic formula enriched with herbal ingredients that help strengthen gums, reduce tooth problems, control bad breath, and support overall oral health with a natural clean.	50.00	1	0	t	2026-02-28 07:12:38.742928+00	2026-03-01 06:41:34.634797+00	12
35	Vatika -Health Shampoo	vatika-health-shampoo	media/products/Untitled_design_xl1gay	Vatika Shampoo nourishes hair with natural herbal extracts, helping reduce dryness, strengthen roots, and improve shine. Its gentle formula cleanses effectively, leaving hair soft, manageable, and refreshed after each wash.	337.00	1	0	t	2026-02-28 07:10:10.133751+00	2026-03-01 06:42:43.293712+00	12
\.


